name_native,locale_id,Geo Region,summary_en,name_en,wikipedia_url_en,image_url,alt_names,how_to_eat_en,tags,Season,Notes,Often Contains,Meal
五香云豆,zh-CN,China,Multi-Spiced Kidney Beans,Multi-Spiced Kidney Beans,,,,,,,,,
五香大排,zh-CN,China,Multi-Spiced Pork Ribs,Multi-Spiced Pork Ribs,,,,,,,,,
五香熏干,zh-CN,China,Multi-Spiced Smoked Tofu,Multi-Spiced Smoked Tofu,,,,,,,,,
五香熏鱼,zh-CN,China,Multi-Spiced Smoked Fish,Multi-Spiced Smoked Fish,,,,,,,,,
五香牛肉,zh-CN,China,Multi-Spiced Beef,Multi-Spiced Beef,,,,,,,,,
五香鸡,zh-CN,China,Multi-Flavored Chicken,Multi-Flavored Chicken,,,,,,,,,
五香鸭子,zh-CN,China,Multi-Flavored Duck,Multi-Flavored Duck,,,,,,,,,
五香鹿肉,zh-CN,China,Multi-Spiced Venison,Multi-Spiced Venison,,,,,,,,,
京葱山珍爆牛柳,zh-CN,China,"Braised Beef Fillet with Scallion, Beijing Style","Braised Beef Fillet with Scallion, Beijing Style",,,,,,,,,
京葱扣辽参,zh-CN,China,Braised Sea Cucumber with Scallion,Braised Sea Cucumber with Scallion,,,,,,,,,
京葱虾籽烧辽参,zh-CN,China,Sautéed Sea Cucumber with Shrimp Roe and Scallion,Sautéed Sea Cucumber with Shrimp Roe and Scallion,,,,,,,,,
京酱肉丝,zh-CN,China,Sautéed Shredded Pork in Sweet Bean Sauce,Sautéed Shredded Pork in Sweet Bean Sauce,,,,,,,,,
京酱龙虾球,zh-CN,China,Lobster Balls in Sweet Bean Sauce,Lobster Balls in Sweet Bean Sauce,,,,,,,,,
什烩肉,zh-CN,China,Stewed Pork with Assorted Vegetables,Stewed Pork with Assorted Vegetables,,,,,,,,,
什菌炒双脆,zh-CN,China,Sautéed Chicken Gizzard and Pork Tripe with Assorted Mushrooms,Sautéed Chicken Gizzard and Pork Tripe with Assorted Mushrooms,,,,,,,,,
什菌炒红烧肉,zh-CN,China,Sautéed Pork in Brown sauce with Assorted Mushrooms,Sautéed Pork in Brown sauce with Assorted Mushrooms,,,,,,,,,
什菜牛肉,zh-CN,China,Sautéed Beef with Assorted Vegetables,Sautéed Beef with Assorted Vegetables,,,,,,,,,
什菜鸡,zh-CN,China,Sautéed Chicken with Assorted Vegetables,Sautéed Chicken with Assorted Vegetables,,,,,,,,,
什锦扒牛肉,zh-CN,China,Grilled Beef with Assorted Vegetables,Grilled Beef with Assorted Vegetables,,,,,,,,,
佛跳墙,zh-CN,China,Fotiaoqiang (Steamed Abalone with Shark Fin and Fish Maw in Broth),Fotiaoqiang (Steamed Abalone with Shark Fin and Fish Maw in Broth),,,,,,,,,
全家福,zh-CN,China,Stewed Assorted Delicacies,Stewed Assorted Delicacies,,,,,,,,,
全聚德烤鸭,zh-CN,China,Quanjude Roast Duck,Quanjude Roast Duck,,,,,,,,,
全蝎望京鸭,zh-CN,China,Fried Duck Meat with Scorpions,Fried Duck Meat with Scorpions,,,,,,,,,
八宝菠菜,zh-CN,China,Spinach with Eight Delicacies,Spinach with Eight Delicacies,,,,,,,,,
八宝鸭丁,zh-CN,China,Diced Duck with Eight Delicacies,Diced Duck with Eight Delicacies,,,,,,,,,
八珍发菜扒鸭,zh-CN,China,Braised Duck with Assorted Meat and Thread Moss,Braised Duck with Assorted Meat and Thread Moss,,,,,,,,,
兰花双味虾仁,zh-CN,China,Sautéed Shelled Shrimp with Broccoli in Two Flavors,Sautéed Shelled Shrimp with Broccoli in Two Flavors,,,,,,,,,
兰花大虾球,zh-CN,China,Prawn with Chinese Broccoli,Prawn with Chinese Broccoli,,,,,,,,,
冬瑶花胶炖石蛙,zh-CN,China,Stewed Frog with Scallop and Fish Maw,Stewed Frog with Scallop and Fish Maw,,,,,,,,,
冬瓜薏米煲老鸭,zh-CN,China,Stewed Duck with Winter Melon and Barley,Stewed Duck with Winter Melon and Barley,,,,,,,,,
冬笋炒肉丝,zh-CN,China,Sautéed Shredded Pork with Bamboo Shoots,Sautéed Shredded Pork with Bamboo Shoots,,,,,,,,,
冬草花炖海星,zh-CN,China,Stewed Starfish with Aweto,Stewed Starfish with Aweto,,,,,,,,,
冬草花炖鹧鸪,zh-CN,China,Stewed Partridge with Aweto,Stewed Partridge with Aweto,,,,,,,,,
冬菜扣大鸭,zh-CN,China,Braised Duck with Preserved Vegetables in Bowels,Braised Duck with Preserved Vegetables in Bowels,,,,,,,,,
冬菜扣肉,zh-CN,China,Braised Pork with Preserved Vegetables,Braised Pork with Preserved Vegetables,,,,,,,,,
冬菜银鳕鱼,zh-CN,China,Steamed Codfish with Preserved Vegetables,Steamed Codfish with Preserved Vegetables,,,,,,,,,
冰心苦瓜,zh-CN,China,Bitter Melon Salad,Bitter Melon Salad,,,,,,,,,
冰梅凉瓜,zh-CN,China,Bitter Melon in Plum Sauce,Bitter Melon in Plum Sauce,,,,,,,,,
冰糖甲鱼,zh-CN,China,Steamed Turtle in Rock Sugar Soup,Steamed Turtle in Rock Sugar Soup,,,,,,,,,
冰镇芥兰,zh-CN,China,Iced Chinese Broccoli,Iced Chinese Broccoli,,,,,,,,,
凉拌花螺,zh-CN,China,Prepared Sea Whelks with Sauce,Prepared Sea Whelks with Sauce,,,,,,,,,
凉拌苦瓜,zh-CN,China,Bitter Melon with Sauce,Bitter Melon with Sauce,,,,,,,,,
凉拌莜面,zh-CN,China,Oat Noodles with Garlic Sauce,Oat Noodles with Garlic Sauce,,,,,,,,,
凉拌西芹云耳,zh-CN,China,Celery with White Fungus,Celery with White Fungus,,,,,,,,,
凉拌金针菇,zh-CN,China,Needle Mushroom with Sauce,Needle Mushroom with Sauce,,,,,,,,,
凉拌黄瓜,zh-CN,China,Shredded Cucumber with Sauce,Shredded Cucumber with Sauce,,,,,,,,,
凉瓜炒牛肉,zh-CN,China,Sautéed Beef with Bitter Melon,Sautéed Beef with Bitter Melon,,,,,,,,,
凤城煎鱼脯,zh-CN,China,Fried Salted Fish Fillets,Fried Salted Fish Fillets,,,,,,,,,
凤眼秋波芋艿,zh-CN,China,Deep-Fried Taro Roots and Quail Eggs,Deep-Fried Taro Roots and Quail Eggs,,,,,,,,,
凤眼秋波鸭包,zh-CN,China,Deep-Fried Duck Rolls and Quail Eggs,Deep-Fried Duck Rolls and Quail Eggs,,,,,,,,,
刺参扣鸭掌,zh-CN,China,Braised Duck Webs with Sea Cucumber,Braised Duck Webs with Sea Cucumber,,,,,,,,,
刺身凉瓜,zh-CN,China,Bitter Melon with Sashimi,Bitter Melon with Sashimi,,,,,,,,,
剁椒鱼头,zh-CN,China,Sautéed Fish Head with Diced Spicy Pepper,Sautéed Fish Head with Diced Spicy Pepper,,,,,,,,,
剁椒鸭肠,zh-CN,China,Duck Intestines with Chili,Duck Intestines with Chili,,,,,,,,,
北京烤鸭,zh-CN,China,"Roast Duck, Beijing Style","Roast Duck, Beijing Style",,,,,,,,,
北极贝刺身,zh-CN,China,Scallops Sashimi,Scallops Sashimi,,,,,,,,,
北菇云腿蒸乳鸽,zh-CN,China,Steamed Pigeon with Dried Mushroom and Ham,Steamed Pigeon with Dried Mushroom and Ham,,,,,,,,,
北菇扒大鸭,zh-CN,China,Braised Duck with Dried Mushroom,Braised Duck with Dried Mushroom,,,,,,,,,
千层耳丝,zh-CN,China,Shredded Pig Ear,Shredded Pig Ear,,,,,,,,,
千层酥烤鲜贝,zh-CN,China,Baked Scallop Mille Feuille,Baked Scallop Mille Feuille,,,,,,,,,
半口蘑蒸鸡,zh-CN,China,Steamed Chicken with Truffle,Steamed Chicken with Truffle,,,,,,,,,
南乳碎炸鸡,zh-CN,China,Fried Chicken with Fermented Tofu,Fried Chicken with Fermented Tofu,,,,,,,,,
南瓜汁百合,zh-CN,China,Lily Bulb in Pumpkin Sauce,Lily Bulb in Pumpkin Sauce,,,,,,,,,
南瓜香芋蒸排骨,zh-CN,China,Steamed Spare Ribs with Pumpkin and Taro,Steamed Spare Ribs with Pumpkin and Taro,,,,,,,,,
南非小赤龙（蒜茸蒸/芝士牛 油焗）,zh-CN,China,South-Africa Baby Red Lobster（Steamed with Garlic/Baked with Cheese and Butter）,South-Africa Baby Red Lobster（Steamed with Garlic/Baked with Cheese and Butter）,,,,,,,,,
卤水大肠,zh-CN,China,Marinated Pork Intestines,Marinated Pork Intestines,,,,,,,,,
卤水拼盘,zh-CN,China,Marinated Assorted Meat,Marinated Assorted Meat,,,,,,,,,
卤水牛腱,zh-CN,China,Marinated Beef Shank,Marinated Beef Shank,,,,,,,,,
卤水牛舌,zh-CN,China,Marinated Ox Tongue,Marinated Ox Tongue,,,,,,,,,
卤水豆腐,zh-CN,China,Marinated Tofu,Marinated Tofu,,,,,,,,,
卤水金钱肚,zh-CN,China,Marinated Beef Tripe,Marinated Beef Tripe,,,,,,,,,
卤水鸡蛋,zh-CN,China,Marinated Eggs,Marinated Eggs,,,,,,,,,
卤水鸭肉,zh-CN,China,Marinated Duck,Marinated Duck,,,,,,,,,
卤水鸭膀,zh-CN,China,Marinated Duck Wings,Marinated Duck Wings,,,,,,,,,
卤水鸭舌,zh-CN,China,Marinated Duck Tongue,Marinated Duck Tongue,,,,,,,,,
卤水鹅头,zh-CN,China,Marinated Goose Head,Marinated Goose Head,,,,,,,,,
卤水鹅掌,zh-CN,China,Marinated Goose Webs,Marinated Goose Webs,,,,,,,,,
卤水鹅翼,zh-CN,China,Marinated Goose Wings,Marinated Goose Wings,,,,,,,,,
卤水鹅胗,zh-CN,China,Marinated Goose Gizzard,Marinated Goose Gizzard,,,,,,,,,
卤牛腩,zh-CN,China,Marinated Beef Brisket,Marinated Beef Brisket,,,,,,,,,
卤猪舌,zh-CN,China,Marinated Pig Tongue,Marinated Pig Tongue,,,,,,,,,
卤蛋,zh-CN,China,Marinated Egg in Soy Sauce,Marinated Egg in Soy Sauce,,,,,,,,,
卤酥羊腿,zh-CN,China,Marinated Lamb Leg,Marinated Lamb Leg,,,,,,,,,
卤鸭冷切,zh-CN,China,Marinated Sliced Duck,Marinated Sliced Duck,,,,,,,,,
卤鸭胗,zh-CN,China,Marinated Duck Gizzards,Marinated Duck Gizzards,,,,,,,,,
原罐小排翅,zh-CN,China,Shark Fin Soup in Pottery,Shark Fin Soup in Pottery,,,,,,,,,
参杞炖老鸭,zh-CN,China,Stewed Duck with Ginseng and Chinese Wolfberry,Stewed Duck with Ginseng and Chinese Wolfberry,,,,,,,,,
叉燒,zh-CN,"China, Guangdong, Hong Kong",chinese roasted pork bbq,char siu,https://en.wikipedia.org/wiki/Char_siu,https://drive.google.com/uc?export=view&id=1vftnBcn4u-Q4ozRlT_DvfaA5JsL-mgK9,chashao,,,,"If ordering from a Chinese BBQ restaurant, specify the quantity of meat, i.e. .5 kilos. The vendor will slice it for you upon request.","⚠️ Soy,🐖 Pork",Side
双仙采灵芝,zh-CN,China,Sautéed Mushrooms with Broccoli,Sautéed Mushrooms with Broccoli,,,,,,,,,
双冬辣鸡球,zh-CN,China,Spicy Chicken Meatballs with Mushrooms and Bamboo Shoots,Spicy Chicken Meatballs with Mushrooms and Bamboo Shoots,,,,,,,,,
双冬鸭,zh-CN,China,Sautéed Duck with Mushrooms and Bamboo Shoots,Sautéed Duck with Mushrooms and Bamboo Shoots,,,,,,,,,
双椒爆鹅珍,zh-CN,China,Stir-Fried Goose Gizzard with Two Kinds of Peppers,Stir-Fried Goose Gizzard with Two Kinds of Peppers,,,,,,,,,
双鲜扒鸡腿菇,zh-CN,China,Braised Mushrooms and Vegetables,Braised Mushrooms and Vegetables,,,,,,,,,
口水鸡,zh-CN,"Sichuan, China","poached chicken in chili oil, Sichuan spices, and a savory sauce",steamed chicken with chili sauce,,,,,"sichuan,mala,spicy",,,🍗 Poultry,Side
口水鸡,zh-CN,China,Steamed Chicken with Chili Sauce,Steamed Chicken with Chili Sauce,,,,,,,,,
口水鸭肠,zh-CN,China,Duck Intestines with Chili Sauce,Duck Intestines with Chili Sauce,,,,,,,,,
叫化鸡,zh-CN,China,Begger’s Chicken,Begger’s Chicken,,,,,,,,,
可乐凤中翼,zh-CN,China,Braised Chicken Wings in Coke,Braised Chicken Wings in Coke,,,,,,,,,
可乐芸豆,zh-CN,China,Kidney Beans in Coke,Kidney Beans in Coke,,,,,,,,,
台式蛋黄肉,zh-CN,China,"Steamed Pork with Salted Egg Yolk, Taiwan Style","Steamed Pork with Salted Egg Yolk, Taiwan Style",,,,,,,,,
吊烧乳鸽王,zh-CN,China,Roast Superior Pigeonneau,Roast Superior Pigeonneau,,,,,,,,,
咕噜明虾球,zh-CN,China,Sweet and Sour Prawn,Sweet and Sour Prawn,,,,,,,,,
咕噜石斑球,zh-CN,China,Sweet and Sour Sea Bass Balls,Sweet and Sour Sea Bass Balls,,,,,,,,,
咕噜肉,zh-CN,China,Gulaorou (Sweet and Sour Pork),Gulaorou (Sweet and Sour Pork),,,,,,,,,
咖喱串烧生中虾,zh-CN,China,Curry Prawn Kebab,Curry Prawn Kebab,,,,,,,,,
咖喱焗大虾,zh-CN,China,Baked Prawns in Curry,Baked Prawns in Curry,,,,,,,,,
咖喱焗珍宝蟹,zh-CN,China,Baked Jumbo Crab in Curry,Baked Jumbo Crab in Curry,,,,,,,,,
咖喱焗肉蟹,zh-CN,China,Baked Hard-Shell Crab in Curry,Baked Hard-Shell Crab in Curry,,,,,,,,,
咖喱焗鲟,zh-CN,China,Baked Sturgeon in Curry,Baked Sturgeon in Curry,,,,,,,,,
咖喱蒸牛肚,zh-CN,China,Steamed Beef Tripe with Curry,Steamed Beef Tripe with Curry,,,,,,,,,
咖喱肉,zh-CN,China,Curry Pork,Curry Pork,,,,,,,,,
咖喱肉松煸大豆芽,zh-CN,China,Sautéed Minced Pork with Bean Sprouts with Curry,Sautéed Minced Pork with Bean Sprouts with Curry,,,,,,,,,
咖喱虾,zh-CN,China,Shrimp in Curry,Shrimp in Curry,,,,,,,,,
咖喱蟹煲,zh-CN,China,Curry Crab in Casserole,Curry Crab in Casserole,,,,,,,,,
咭汁鱼片,zh-CN,China,Sautéed Sliced Fish in Tomato Sauce,Sautéed Sliced Fish in Tomato Sauce,,,,,,,,,
咸鱼蒸肉饼,zh-CN,China,Steamed Meat Pie Stuffed with Minced Pork and Salted Fish Cutlet,Steamed Meat Pie Stuffed with Minced Pork and Salted Fish Cutlet,,,,,,,,,
咸鸭蛋,zh-CN,China,Salted Duck Egg,Salted Duck Egg,,,,,,,,,
啤酒鸡,zh-CN,China,Stewed Chicken in Beer,Stewed Chicken in Beer,,,,,,,,,
四喜丸子,zh-CN,China,Braised Pork Balls in Gravy,Braised Pork Balls in Gravy,,,,,,,,,
四宝菌烧素鸡,zh-CN,China,Braised Chicken-Flavored Tofu with Mushrooms,Braised Chicken-Flavored Tofu with Mushrooms,,,,,,,,,
四川樟茶鸭(配荷叶饼),zh-CN,China,"Smoked Duck, Sichuan Style (Served with Lotus-Leaf-Shaped Pancake)","Smoked Duck, Sichuan Style (Served with Lotus-Leaf-Shaped Pancake)",,,,,,,,,
四川辣子鸡,zh-CN,China,"Spicy Chicken, Sichuan Style","Spicy Chicken, Sichuan Style",,,,,,,,,
回锅羊肉,zh-CN,China,Twice Cooked Lamb,Twice Cooked Lamb,,,,,,,,,
回锅肉片,zh-CN,China,Twice-Cooked Pork Slices,Twice-Cooked Pork Slices,,,,,,,,,
土豆炒牛柳条,zh-CN,China,Sautéed Beef Tenderloin with Potatoes,Sautéed Beef Tenderloin with Potatoes,,,,,,,,,
圣女果,zh-CN,China,Cherry Tomatoes,Cherry Tomatoes,,,,,,,,,
地瓜烧肉,zh-CN,China,Stewed Pork Cubes and Sweet Potatoes,Stewed Pork Cubes and Sweet Potatoes,,,,,,,,,
堂煎贵族牛肉（制作方法：黑 椒汁、云呢拿汁）,zh-CN,China,"Pan-Fried Superior Steak (with black pepper sauce, vanilla sauce)","Pan-Fried Superior Steak (with black pepper sauce, vanilla sauce)",,,,,,,,,
夏威夷木瓜炖翅,zh-CN,China,Stewed Shark Fin with Hawaiian Papaya,Stewed Shark Fin with Hawaiian Papaya,,,,,,,,,
多宝鱼（清蒸/豉汁蒸/过桥）,zh-CN,China,Turbot (Steamed/Steamed with Black Bean Sauce/Boiled),Turbot (Steamed/Steamed with Black Bean Sauce/Boiled),,,,,,,,,
大千鸡片,zh-CN,China,Sautéed Sliced Chicken in Light Chili Sauce,Sautéed Sliced Chicken in Light Chili Sauce,,,,,,,,,
大扇贝（蒜茸粉丝蒸/豆豉蒸/ 剁椒芋丝蒸）,zh-CN,China,Scallops(Steamed with Garlic and Vermicelli/Steamed with Black Bean Sauce/Steamed with Chopped Chili Pepper and Chinese Yam),Scallops(Steamed with Garlic and Vermicelli/Steamed with Black Bean Sauce/Steamed with Chopped Chili Pepper and Chinese Yam),,,,,,,,,
大拉皮,zh-CN,China,Tossed Clear Noodles with Sauce,Tossed Clear Noodles with Sauce,,,,,,,,,
大煮干丝,zh-CN,China,Braised Shredded Chicken with Ham and Dried Tofu,Braised Shredded Chicken with Ham and Dried Tofu,,,,,,,,,
大盘麻辣鸡,zh-CN,China,Spicy Chicken,Spicy Chicken,,,,,,,,,
大蒜烧白鳝,zh-CN,China,Braised Eel with Garlic,Braised Eel with Garlic,,,,,,,,,
大蒜羊仔片,zh-CN,China,Sautéed Lamb Slices with Garlic,Sautéed Lamb Slices with Garlic,,,,,,,,,
天麻炖乳鸽,zh-CN,China,Stewed Pigeon with Gastrodia Tuber,Stewed Pigeon with Gastrodia Tuber,,,,,,,,,
夫妻肺片,zh-CN,"Sichuan, China",Sichuan-style spicy and tender beef and beef tripe,fuqi feipian,https://en.wikipedia.org/wiki/Fuqi_feipian,https://upload.wikimedia.org/wikipedia/commons/c/ce/Fuqi_Fei_Pian.jpg?20060704145512,,,"sichuan,spicy,mala",,,🐄 Beef,Side
夫妻肺片,zh-CN,China,Sliced Beef and Ox Tongue in Chili Sauce,Sliced Beef and Ox Tongue in Chili Sauce,,,,,,,,,
夹沙肉,zh-CN,China,Steamed Pork Slices with Red Bean Paste,Steamed Pork Slices with Red Bean Paste,,,,,,,,,
奇异果炒花枝,zh-CN,China,Sautéed Sliced Cuttlefish with Kiwi,Sautéed Sliced Cuttlefish with Kiwi,,,,,,,,,
奶油焗龙虾,zh-CN,China,Baked Lobster with Cream,Baked Lobster with Cream,,,,,,,,,
奶油石头焗生中虾,zh-CN,China,Stone-Baked Prawns with Cream,Stone-Baked Prawns with Cream,,,,,,,,,
姜丝鱼片,zh-CN,China,Braised Sliced Fish with Ginger,Braised Sliced Fish with Ginger,,,,,,,,,
姜汁皮蛋,zh-CN,China,Preserved Eggs in Ginger Sauce,Preserved Eggs in Ginger Sauce,,,,,,,,,
姜汁蛰皮,zh-CN,China,Jellyfish in Ginger Sauce,Jellyfish in Ginger Sauce,,,,,,,,,
姜汁鲜鱿,zh-CN,China,Fresh Squid in Ginger Sauce,Fresh Squid in Ginger Sauce,,,,,,,,,
姜葱炒龙虾,zh-CN,China,Sautéed Lobster with Ginger and Scallion,Sautéed Lobster with Ginger and Scallion,,,,,,,,,
姜葱爆牛肉,zh-CN,China,Sautéed Sliced Beef with Ginger and Scallion,Sautéed Sliced Beef with Ginger and Scallion,,,,,,,,,
姜葱酥炸生蠔,zh-CN,China,Pan-Fried Oyster with Ginger and Scallion,Pan-Fried Oyster with Ginger and Scallion,,,,,,,,,
姜葱霸皇鸡,zh-CN,China,Pan-Fried Chicken with Ginger and Scallion,Pan-Fried Chicken with Ginger and Scallion,,,,,,,,,
子姜牛肉,zh-CN,China,Sautéed Beef with Ginger Shoots,Sautéed Beef with Ginger Shoots,,,,,,,,,
子姜肉,zh-CN,China,Sautéed Shredded Pork with Ginger Shoots,Sautéed Shredded Pork with Ginger Shoots,,,,,,,,,
子姜鸡,zh-CN,China,Sautéed Chicken with Ginger Shoots,Sautéed Chicken with Ginger Shoots,,,,,,,,,
子姜鸭,zh-CN,China,Sautéed Duck with Ginger Shoots,Sautéed Duck with Ginger Shoots,,,,,,,,,
子罗炒鸡片,zh-CN,China,Sautéed Sliced Chicken with Ginger and Pineapple,Sautéed Sliced Chicken with Ginger and Pineapple,,,,,,,,,
孜然寸骨,zh-CN,China,Sautéed Spare Ribs with Cumin Spice,Sautéed Spare Ribs with Cumin Spice,,,,,,,,,
孜然烤牛肉,zh-CN,China,Grilled Beef with Cumin,Grilled Beef with Cumin,,,,,,,,,
孜然羊肉,zh-CN,China,Stir-Fried Lamb with Cumin,Stir-Fried Lamb with Cumin,,,,,,,,,
孜然辣汁焖牛腩,zh-CN,China,Stewed Beef Brisket with Cumin and Chili Sauce,Stewed Beef Brisket with Cumin and Chili Sauce,,,,,,,,,
客家盐焗鸡,zh-CN,China,"Salty Baked Chicken, Hakka Style","Salty Baked Chicken, Hakka Style",,,,,,,,,
宫保凤尾虾,zh-CN,China,Kung Pao Phoenix Tail Prawns,Kung Pao Phoenix Tail Prawns,,,,,,,,,
宫保大虾肉,zh-CN,China,Kung Pao Supreme Shrimp,Kung Pao Supreme Shrimp,,,,,,,,,
宫保带子,zh-CN,China,Kung Pao Scallops,Kung Pao Scallops,,,,,,,,,
宫保虾仁,zh-CN,China,Kung Pao Shrimp,Kung Pao Shrimp,,,,,,,,,
宫保虾球,zh-CN,China,Kung Pao Prawn,Kung Pao Prawn,,,,,,,,,
宫保鱿鱼,zh-CN,China,Kung Pao Squid,Kung Pao Squid,,,,,,,,,
宫保鲜带子,zh-CN,China,Kung Pao Scallops,Kung Pao Scallops,,,,,,,,,
宫保鸡丁,zh-CN,China,Kung Pao Chicken,Kung Pao Chicken,,,,,,,,,
家常烧蹄筋,zh-CN,China,Home-Style Braised Beef Tendon,Home-Style Braised Beef Tendon,,,,,,,,,
家常皮冻,zh-CN,China,Home-Made Pork Skin Aspic,Home-Made Pork Skin Aspic,,,,,,,,,
家常臊子海参,zh-CN,China,Home-Made Sea Cucumber and Minced Pork with Chili Bean Paste,Home-Made Sea Cucumber and Minced Pork with Chili Bean Paste,,,,,,,,,
家常鱼头锅,zh-CN,China,Home-Style Fish Head Hotpot,Home-Style Fish Head Hotpot,,,,,,,,,
家乡小炒皇,zh-CN,China,"Home-Style Squid, Shrimps and Vegetables","Home-Style Squid, Shrimps and Vegetables",,,,,,,,,
家乡小炒肉,zh-CN,China,Country-Style Sautéed Beef Fillet,Country-Style Sautéed Beef Fillet,,,,,,,,,
家乡鳝鱼,zh-CN,China,Home-Style Eel,Home-Style Eel,,,,,,,,,
富贵鸡,zh-CN,China,Steamed Chicken with Stuffing,Steamed Chicken with Stuffing,,,,,,,,,
小炒脆骨,zh-CN,China,Sautéed Gristle,Sautéed Gristle,,,,,,,,,
小炒腊牛肉,zh-CN,China,Sautéed Cured Beef with Leek and Pepper,Sautéed Cured Beef with Leek and Pepper,,,,,,,,,
小炒黑山羊,zh-CN,China,Stir-Fried Sliced Black Goat Meat,Stir-Fried Sliced Black Goat Meat,,,,,,,,,
小笋烧牛肉,zh-CN,China,Braised Beef with Bamboo Shoots,Braised Beef with Bamboo Shoots,,,,,,,,,
小笼包,zh-CN,"China, Jiangsu, Shanghai","steamed soup dumpling, filled with pork and a savory broth",xiao long bao,https://en.wikipedia.org/wiki/Xiaolongbao,https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/2019-02-22_Xiaolongbao_in_%22Taste_Of_Shanghai%22_restaurant%2C_Sydney%2C_Australia.jpg/1600px-2019-02-22_Xiaolongbao_in_%22Taste_Of_Shanghai%22_restaurant%2C_Sydney%2C_Australia.jpg?20190306060717,"xiaolongbao, tangbao, tang bao","Gently remove the xiao long bao from the steamer, taking care to not rip the shell. Dip in the provided mixture of ginger and vinegar and then place on a spoon. Carefully bite a small hole on the top of the xiao long bao and drink the soup. Then eat the rest of the bao. Be careful because it will be very hot!",dumpling,,"A mixture of ginger and vinegar is the traditional condiment. To eat, use chopsticks to carefully remove the bao from the steamer. Be careful to not rip the shell. Then dip the bao in the vinegar and ginger mixture and place it onto a (Chinese) spoon. Make a  hole is made on the top of the bao using your chopsticks so the soup can be drunk first. Then eat the rest of the bao. Be careful as the xiao long bao will be very hot!","⚠️ Wheat,🐖 Pork",Snack (Savory)
